text,category
"ASISA
CIF: 19071132E
Fecha: 18/10/2026
----------------------
LENTILLAS  39.42
REVISION  22.53
OPTICA  9.31
CLINICA  47.82
PARACETAMOL  47.03
----------------------
TOTAL EUR  47.77
FECHA",salud
"TMB
CIF: 83029077Z
Fecha: 12/5/2026
-------------- --------
GASO LINA  16.18
AUTOBUS  42.98
ESTACIONAMIENTO  16.72
B*NO  3.72
----------------------
TOTAL EUR  69.11
FACTURA",transporte
"BRICOMART
CIF: 25497887G
Fecha: 27/6/2026
----------------------
PINTURA  23.1
LUZ  44.85
LAMPAA  7.2
------------------- ---
TOTAL EUR  136.68
CAMBIO",hogar
"O YSHO
CIF: 25898912Q
Fecha: 7/6/2026
----------------------
B3LSO  31.86
AB RIGO  3.64
ZAPATILLAS  10.21
----------------------
TOTAL EUR  153.57
TICKET",ropa
"DIA
CIF: 15575242P
Fecha: 1/8/2026
-- --------------------
F8UTA  6.47
AGUA  5.0
POLO  8.28
CER EAL  7.42
----------------------
TOTAL EUR  93.08
TARJETA",alimentacion
"HBO MAX
CIF: 12847885P
Fecha: 24/9/2026
----------------------
DISNEY  10.47
HBO  27.1
SPOTIFY  34.5
----------------------
TOTAL EUR  134.38
TICKET",suscripciones
"NATRGY
CIF: 51253095X
Fecha: 10/7/2026
----------------------
LUZ  1.55
FIBA  45.67
AGUA  19.57
PINTURA  7.89
FA$TURA  46.08
MUEBLE  9.66
----------------------
TOTAL EUR  127.19
TICKET",hogar
"NATURGY
CIF: 56582614T
Fecha: 11/9/2026
----------------------
AGUA  47.46
SLLA  24.83
ESTANTERIA  11.26
----------------------
TOTAL EUR  190.09
FACTURA",hogar
"MCDON2LDS
CIF: 53375272I
Fecha: 5/2/2026
----------------------
CERVEZA  3.15
HAMBURGUESA  19.77
CINE  48.63
RESTAURANTE  48.9
----------------------
TOTAL EUR  180.25
FACTURA",ocio
"E ROSKI
CIF: 14786034T
Fecha: 17/12/2026
----------------------
YOGUR  47.18
PAN  13.75
PO LLO  39.98
FRUTA  22.33
VERDURA  37.11
----------------------
TOTAL EUR  194.78
TICKET",alimentacion
"EMPRESA MUNICIPAL TRANSPORTES
CIF: 43567005K
Fecha: 28/4/2026
----------------------
T REN  32.59
TAXI  36.28
----------#-----------
TOTAL EUR  116.2
EUR",transporte
"STRADIVARIUS
CIF: 62891519P
Fecha: 20/6/2026
----------------------
A6RIGO  15.57
ZAPATILLAS  18.33
ROPA INTERIOR  48.08
----------------------
TOTAL EUR  158.96
FECHA",ropa
"DOMNOS
CIF: 32915931N
Fecha: 1864/2026
----------------------
PALO MITAS  16.37
MENU  39.06
PIZZA  6.14
HAMBURGUESA  19.67
----------------------
TOTAL EUR  110.01
CAJERO",ocio
"CANAL DE ISABEL II
CIF: 40703082S
Fecha: 13/9/2026
----------------------
MUEBLE  31.47
LAMPARA  6.42
F ACTURA  44.61
----------------------
TOTAL EUR  83.64
CAMBIO",hogar
"A SISA
CIF: 69466432V
Fecha: 18/1/2026
----------------------
LENTILLAS  47.52
FISIO  25.8
REETA  38.55
GAFAS  4.93
----------------------
TOTAL EUR  36.56
CAMBIO",salud
"DIA
CIF: 74431865A
Fecha: 1/6/2026
--------------------8-
GALETAS  17.9
CEREAL  36.24
----------------------
TOTAL EUR  109.3
TICKET",alimentacion
"EL CORTE INGES
CIF: 62884027H
Fecha: 11/2/2026
----------------------
BOLSO  17.58
FALA  33.71
ZAPTILLAS  27.36
VESTIDO  26.17
ABRIGO  6.67
----------------------
TOTAL EUR  125.52
FECHA",ropa
"BURGER KING
CIF: 12832015S
Fecha: 13/4/2026
----------------------
MENU  31.8
RESTAURANTE  34.07
TAPAS  16.7
ENTRADA  16.94
----------------------
TOTAL EUR  98.59
GRACIAS POR SU VISITA",ocio
"CE2SA
CIF: 48801451Z
Fecha: 7/1/2026
----------------------
BILLETE  5.99
T5EN  34.13
ESTACIONAMIENTO  40.17
----------------------
TOTAL EUR  163.87
TICKET",transporte
"SPOTI FY
CIF: 77798368A
Fecha: 21/1/2026
----------------------
2ENSUALIDAD  10.16
PRENSA  31.33
DIS*EY  27.12
AMAZON PRIME  49.43
GIMNASIO  14.06
NETFLIX  18.67
----------------------
TOTAL EUR  138.05
TARJETA",suscripciones
"ALCAMPO
CIF: 91729445Y
Fecha: 13/8/2026
----------------------
YOGUR  44.37
AUA  16.47
LECHE  17.63
----------------------
TOTAL EUR  52.57
CAJERO",alimentacion
"MANGO
CIF: 73683704V
Fecha: 8/11/2026
--------- -------------
BOLSO  2.87
DEP1RTE  38.03
CALCETINES  3.55
----------------------
TOTAL EUR  20.03
CAMBIO",ropa
"APPLE
CIF: 14443188H
Fecha: 12/8/2026
----------------------
REVIS TA  14.72
LICENCIA  42.57
SUSCRIPCION  48.8
SPOTIFY  25.32
MENSUALI8AD  46.66
----------------------
TOTAL EUR  83.34
FCHA",suscripciones
"ADESLAS
CIF: 29515426D
Fecha: 1/3/2026
----------------------
OPTICA  24.31
ME DICAMENTO  29.1
MASJE  44.83
----------------------
TOTAL EUR  106.08
EUR",salud
"C EPSA
CIF: 33149578U
Fecha: 24/3/2026
-- --------------------
ESTACIONAMIENTO  2.35
UBR  14.05
----------------------
TOTAL EUR  165.32
GRACIAS POR SU VISITA",transporte
"N$TURGY
CIF: 91990795X
Fecha: 3/6/2026
----------------------
AGUA  36.49
FIB@A  45.55
SILLA  43.43
LUZ  28.11
MUEBLE  49.32
----------------------
TOTAL EUR  22.74
IVA",hogar
"BURGER KING
CIF: 47680583C
Fecha: 7/5/2026
----------------------
PIZ4A  20.81
HA MBURGUESA  44.92
COPA  2.23
----------------------
TOTAL EUR  151.07
FACTURA",ocio
"CANAL DE ISABEL  II
CIF: 71419566P
Fecha: 25/3/2026
----------------------
INTERNET  28.37
BOMBILLA  24.82
FACT2RA  36.48
BRICOLAJE  17.87
ESTANTERIA  2.63
----------------------
TOTAL EUR  28.43
IVA",hogar
"AHORRAMAS
CIF: 17229693B
Fecha: 8/11/2026
----------------------
P%SCADO  37.31
G ALLETAS  21.18
POLLO  14.54
AROZ  45.1
PAN  43.05
VERDURA  42.75
----------------------
TOTAL EUR  185.91
GRACIAS PORSU VISITA",alimentacion
"G ALP
CIF: 29193524E
Fecha: 20/10/2026
----------------------
DIES EL  7.16
AVE  9.53
ESTACIONAMIENTO  15.99
U BER  25.35
BONO  31.51
BI9LETE  41.02
----------------------
TOTAL EUR  145.25
TARJETA",transporte
"H&M
CIF: 68476476V
Fecha: 11/10/2026
----------------------
DEP ORTE  28.9
ZA2ATOS  21.76
VEST IDO  30.28
PANTALON  18.67
ROPA INTERIOR  31.89
CAMISA  6.26
----------------------
TOTAL EUR  101.96
TOTAL",ropa
"ZARA
CIF: 69695118L
Fecha: 23/10/2026
----------------------
 FALDA  38.87
BOLSO  14.7
CHAQUETA  18.0
CAM0SA  40.34
JERS EY  11.74
----------------------
TOTAL EUR  138.13
EUR",ropa
"DISNEY+
CIF: 75982663A
Fecha: 22/4/2026
----------------------
PRENSA  1.51
REVISTA  43.32
LICENCIA  8.07
----------------------
TOTAL EUR  160.94
EUR",suscripciones
"ORANGE
CIF: 85593800V
Fecha: 19/7/2026
----------------------
SILLA  27.65
BRICOLAJE  9.67
BOM!ILLA  15.84
INTERN ET  12.42
----------------------
TOTAL EUR  120.11
EFECTIVO",hogar
"BRICO DEPOT
CIF: 59241847K
Fecha: 13/5/2026
----------------------
B7MBILLA  20.18
LAMPA RA  48.35
SILLA  24.96
BRICOLAJE  42.98
FIB5A  2.35
----------------------
TOTAL EUR  99.1
IVA",hogar
"ADI
CIF: 12493720B
Fecha: 3/5/2026
----------------------
LECHE  40.62
AGUA  20.72
----------------------
TOTAL EUR  28.69
GRACIAS POR SU VISITA",alimentacion
"SA NITAS
CIF: 16306167A
Fecha: 26/10/2026
----------------------
MEDI*AMENTO  5.18
MASAJE  1.77
REC%TA  30.45
DENTISTA  26.1
----------------------
TOTAL EUR  70.44
TICKET",salud
"DIA
CIF: 65516182F
Fecha: 27/6/2026
----------------------
HUEV1S  43.63
PESC6DO  10.11
----------------------
TOTAL EUR  85.79
GRACIAS POR SU 7ISITA",alimentacion
"DISN EY+
CIF: 20218426B
Fecha: 27/4/2026
----------------------
PRENSA  19.57
AMAZON PRI7E  15.1
----------------------
TOTAL EUR  124.22
CAMBIO",suscripciones
"IBERDROLA
CIF: 43252109O
Fecha: 18/12/2026
----------------------
PINTURA  44.73
BOMBLLA  5.41
AGA  19.36
ME SA  48.07
ESTANTERIA  2.7
HERAMIENTAS  47.24
----------------------
TOTAL EUR  157.54
TICKET",hogar
"HBO MAX
CIF: 90031278F
Fecha: 28/12/2026
----------------------
SUSCRIPCION  49.25
SOFTWARE  19.25
NETFLIX  3.21
----------------------
TOTL EUR  192.73
IVA",suscripciones
"PULL#AND BEAR
CIF: 32468735M
Fecha: 12/6/2026
----------------------
ABR IGO  35.93
DEPORTE  9.74
C HAQUETA  23.6
CALC3TINES  40.66
ZAPATILLAS  33.08
BOSO  43.02
--------------------- -
TOTAL EUR  58.99
CAMBIO",ropa
"EMPRESA MUNICIPAL TRANSPORTES
CIF: 46540241O
Fecha: 20/11/2026
----------------------
VUELO  33.15
AVE  1.55
PEJE  3.52
ME NSUAL  37.95
DIES EL 6.47
AUTO BUS  10.84
----------------------
TOTAL EUR  38.33
TARJETA",transporte
"ADESLAS
CIF: 49057887P
Fecha: 12/8/2026
----------------------
MSAJE  12.65
GAFAS  10.98
OPT@CA  32.1
IBUPROFENO  18.27
PARACETAM2L  33.73
CLINICA  13.54
----------------------
TOTAL EUR  67.01
TICKET",salud
"MAGO
CIF: 25960616T
Fecha: 1/2/2026
----------------------
JERSEY  27.81
CALCETINES  15.0
ABRIGO  35.86
BOLSO  11.31
----------------------
TOTAL EUR  168.78
GRACIAS POR SU VISITA",ropa
"COSUM
CIF: 88678745H
Fecha: 26/5/2026
----------------------
PAN  20.71
AGUA  31.84
----------------------
TOTAL EUR  73.96
TARJETA",alimentacion
"BRCOMART
CIF: 63932455N
Fecha: 24/10/2026
---------------------
ESTANTERIA  38.96
SILLA  18.29
LAMPARA  45.04
FACTURA  12.25
----------------------
TOTAL EUR  107.94
GRACIAS POR SU VISITA",hogar
"IBE RDROLA
CIF: 67560288C
Fecha: 8/3/2026
----------------------
FACTURA  14.83
L1MPARA  47.38
BOBILLA  41.0
MSA  22.32
IK EA  39.52
----------------------
TOTAL EUR  181.85
TICKET",hogar
"HBO MAX
CIF: 86747379A
Fecha: 15/1/2026
----------------------
MENSUALIDAD  22.15
AMAZON PRIME  44.98
NETF LIX  4.83
SUSCRIP CION  19.46
----------------------
TOTAL EUR  185.97
EUR",suscripciones
"BA&IC-FIT
CIF: 60936988W
Fecha: 2/9/2026
----------------------
REVISTA  49.02
DISNEY  48.68
LICENCIA  22.58
GIMNASIO  13.82
CUO7A  38.27
ME1SUALIDAD  35.02
----------------------
TOTAL EUR  150.49
CAJERO",suscripciones
"DISNEY+
CIF: 87557986V
Fecha: 21/9/2026
----------------------
SPOTIFY  31.8
PRENSA  15.57
----------------------
TOTAL EUR  154.02
FACTURA",suscripciones
"PRIMARK
CIF: 56626279N
Fecha: 8/7/2026
----------------------
ROPAINTERIOR  23.23
ARIGO  29.83
PANTALON  43.71
CHAQUETA  27.83
----------------------
TOTAL EUR  168.71
CAMBIO",ropa
"STAR BUCKS
CIF: 47974243A
Fecha: 6/10/2026
----------------------
CE8A  16.94
TAP@S  5.53
----------------------
TOTAL EUR  12.96
TICKET",ocio
"AL DI
CIF: 84739355N
Fecha: 14/3/2026
----------------------
ARRZ  43.08
PESCADO  16.76
LECHE  4.91
PAN  22.48
YOGUR  29.55
---------------------
TOTAL EUR  122.31
IVA",alimentacion
"MERCADONA
CIF: 58176196R
Fecha: 20/12/2026
----------------------
PAN  48.82
PSCADO  2.6
----------------------
TOTAL EUR  72.45
CAMBIO",alimentacion
"KFC
CIF: 82555568M
Fecha: 5/5/2026
----------------------
CONCIERTO  49.99
CERVEZA  14.54
MENU  7.6
PIZZA  28.1
P ALOMITAS  17.07
CINE  43.22
----------------------
TOTAL EUR  108.15
GRACIAS POR SU VISITA",ocio
"CONSUM
CIF: 29600929Q
Fecha: 19/8/2026
----------------------
C!RNE  8.11
FRUTA  12.83
AUA  35.91
QUESO  13.65
----------------------
TOTAL EUR  133.98
TARJETA",alimentacion
"RENFE
CIF: 97552735D
Fecha: 16/12/2026
----------------------
DIESEL  48.08
BONO  18.58
VUELO  26.16
TAI  32.95
--3-------------------
TOTAL EUR  95.04
CAJERO",transporte
"FARMACIA
CIF: 78448488A
Fecha: 14/4/2026
----------------------
RECETA  19.77
FRMACIA  43.3
IBUPROF@NO  33.5
----------------------
TOTAL EUR  137.04
FACTURA",salud
"BRICOMART
CIF: 96867632I
Fecha: 27/7/2026
----------------------
AG UA  35.8
FACTUA  18.28
MU$BLE  1.85
IKEA  40.76
----------------------
TOTAL EUR  7.24
EUR",hogar
"A9ISA
CIF: 76423911I
Fecha: 7/12/2026
----------------------
OPTICA  42.26
GAFAS  24.75
MEDICAMENTO  14.47
REVISION  29.54
CLINICA  37.34
----------------------
TOTAL EUR  27.31
FACTURA",salud
"ADESLAS
CIF: 21557475W
Fecha: 24/6/2026
----------------------
OPTICA  34.15
FARMACIA  34.92
FISIO  9.27
MEDICAMENTO  21.11
REVISION  35.23
PARAC ETAMOL  44.67
----------------------
TOTAL EUR  166.88
EFECTIVO",salud
"TMB
CIF: 21327649P
Fecha: 18/5/2026
----------------------
ESTACINAMIENTO  8.29
GASOINA  37.67
AVE  5.1
BLLETE  6.14
BONO  8.36
CABIFY  43.23
----------------------
TOTAL EUR  196.41
TICKET",transporte
"CINESA
CIF: 59738857D
Fecha: 8/5/2026
----------------------
M USEO  41.22
TAPAS  16.66
CONCERTO  29.92
----------------------
TOTAL EUR  131.16
ACTURA",ocio
"GENERAL OPTICA
CIF: 57739803F
Fecha: 3/7/2026
----------------------
G*FAS  39.82
CLINICA  29.94
----------------------
TOTAL EUR  46.94
CAJERO",salud
"AE3A
CIF: 15193453X
Fecha: 20/4/2026
----------------------
DIESL  39.48
AVE  47.0
B ILLETE  30.03
----------------------
TOTAL EUR  28.55
TICKET",transporte
"CANAL DE ISABEL II
CIF: 67808029A
Fecha: 11/7/2026
----------------------
MU EBLE  3.86
LUZ  11.8
FACTURA  39.49
LAMPARA  8.45
ESTANTERIA  42.96
----------------------
TOTAL EUR  170.6
GRACIAS POR SU VISITA",hogar
"CARREFOUR
CIF: 72693081G
Fecha: 1/8/2026
----------------------
CAR6E  9.38
G ALLETAS  12.82
AGUA  25.37
YOGUR  34.7
QUE3O  17.46
LECHE  24.85
----------------------
TOTAL EUR  194.09
TOTAL",alimentacion
"NATURGY
CIF: 60171484N
Fecha: 8/5/2026
----------------------
PINT6RA  17.82
MESA  46.79
AGUA  27.67
----------------------
TOTAL EUR  35.89
CAJERO",hogar
"MERCADONA
CIF: 25824964M
Fecha: 1/11/2026
----------------------
VER$URA  40.33
HUEVOS  2.02
PESCADO  10.67
ARROZ  31.04
LEHE  1.24
CA RNE  33.49
-------------------- --
TOTAL EUR  92.06
GRACIAS POR SU VISITA",alimentacion
"LEROY ME#LIN
CIF: 42501697G
Fecha: 5/5/2026
----------------------
LUZ  45.47
LAMPARA  26.4
ESTANTERIA  48.01
MESA  29.72
----------------------
TOTAL EUR  133.54
FECHA",hogar
"CLINICA DENTAL
CIF: 79865845W
Fecha: 2/1/2026
----------------------
OP#ICA  18.16
MASA JE  1.16
DENTITA  20.68
GAFAS  21.63
PARACETAMOL  12.1
FISIO  6.44
-------- --------------
TOTAL EUR  41.93
TOTAL",salud
"DOMINOS
CIF: 36580662L
Fecha: 1/5/2026
----------------------
CONIERTO  43.9
HMBURGUESA  17.26
T1PAS   12.9
ENTRAA  1.5
----------------------
TOTAL EUR  112.54
TARJETA",ocio
"IKEA
CIF: 24321496S
Fecha: 11/9/2026
----------------------
MUEBLE  48.56
INTER NET  27.15
HERRAMI0NTAS  3.63
----------------------
TOTAL EUR  79.51
FECHA",hogar
"CLINICA DENTAL
CIF: 85404759C
Fecha: 2/5/2026
----------------------
IBU PROFENO  45.34
AALISIS  28.7
MEDICAMENTO  36.08
PARACETA MOL  14.74
----------------------
TOTAL EUR  30.36
EFECTIVO",salud
"GOOGLE
CIF: 91546753A
Fecha: 16/4/2026
----------------------
CUO2A  35.49
SPOTIFY  40.81----------------------
TOTAL EUR  87.25
IVA",suscripciones
"BRICOM ART
CIF: 64585041P
Fecha: 9/2/2026
----------------------
IKA  15.12
LUZ  9.67
LAMPARA  7.04
SIL LA  42.81
FIBRA  6.36
----------------------
TOTAL EUR  185.56
FACTURA",hogar
"M*FIT
CIF: 48859623F
Fecha: 16/10/2026
----------------------
HBO  9.56
REVISTA  34.8
CUOTA  36.8
GIMNASIO  20.01
DISNEY  20.63
SOFTWARE  41.44
----------------------
TOTAL EUR  157.8
CAMBIO",suscripciones
"MC#IT
CIF: 70295932U
Fecha: 18/12/2026
----------------------
REVISA  15.15
LICENCIA  7.37
P RENSA  41.27
----------------------
TOTAL EUR  179.92
EUR",suscripciones
"MULTIOPICAS
CIF: 75700291G
Fecha: 14/8/2026
----------------------
MAAJE  23.94
CLINICA  28.43
IBUPROFENO  48.17
OPTICA  42.13
----------------------
TOTAL EUR  148.16
TICKET",salud
"ASISA
CIF: 92328419Y
Fecha: 2/3/2026
------------- ---------
OPTI9A  4.53
MASA JE  24.48
CLINI CA  24.37
RVISION  30.41
----------------------
TOTAL EUR  39.65
GRACIAS POR SU VISITA",salud
"MOVISTAR
CIF: 28351271G
Fecha: 11/9/026
----------------------
BRICOLJE  8.07
MUELE  16.98
----------------------
TOTAL EUR  179.73
CAMBIO",hogar
"PRIMA RK
CIF: 59337221C
Fecha: 17/3/2026
----------------------
JERS EY  13.61
ABR IGO  5.95
ZAPATOS  10.47
CAISA  35.88
CINTURON  726
CHAQUETA  8.79
----------------------
TOTAL EUR  29.8
FECHA",ropa
"APPLE
CIF: 23894987W
Fecha: 27/5/2026
----------------------
SPOTIFY  48.#3
HBO  9.36
REVISTA  4.84
----------------------
TOTAL EUR  178.18
CAJERO",suscripciones
"IBERROLA
CIF: 94601930S
Fecha: 24/6/2026
----------------------
B OMBILLA  19.7
INTERNET  44.63
PINTURA  45.83
LAMPRA  37.39
MU EBLE  35.25
----------------------
TOTAL EUR  119.81
FACTURA",hogar
"MULTIOPICAS
CIF: 55413730K
Fecha: 12/5/2026
----------------------
FARMACIA  6.38
ANALISIS  21.98
FISIO  7.56
O6TICA  28.74
G8FAS  1.63
----------------------
TOTAL EUR  73.59
TICKET",salud
"ZAA
CIF: 20603139H
Fecha: 7/7/2026
----------------------
VESTIDO  29.71
BOLSO  47.57
JERSEY  28.99
CHAQUE TA  25.04
CAMI SA  24.23
----------------------
TOTAL EU  129.88
EUR",ropa
"L6DL
CIF: 78485298M
Fecha: 21/7/2026
----------------------
POLO  32.92
REFRESCO  38.8
ARROZ  4.65
PESCADO  13.0
CARNE  44.52
----------------------
TOTAL EUR  174.18
CAMBIO",alimentacion
"ENDSA
CIF: 74535395M
Fecha: 22/12/2026
----------------------
MUELE  20.69
AG UA  35.0
HERRAMIE$TAS  38.85
BOMBILLA  17.76
LUZ  39.76
ESTANTERIA  31.94
----------------------
TOTAL EUR  125.55
TARJETA",hogar
"AHORR^MAS
CIF: 87297718F
Fecha: 12/6/2026
----------------------
CEREAL  41.95
PO LLO  31.18
REFRE SCO  6.21
AGUA  6.45
PE SCADO  25.53
HUEVOS  1.63
----------------------
TOTAL EUR  131.44
CAMBIO",alimentacion
"BERSHKA
CIF: 58013662T
Fecha: 9/3/2026
----------------------
ROPA INTERIOR  35.96
BOLSO  25.27
ABRIGO  6.53
CAMISA  40.3
CALCETINES  48.71
CHAQUETA  12.88
----------------------
TOTAL EUR  84.76
FACTURA",ropa
"MASSIMO DUT TI
CIF: 73444124I
Fecha: 12/3/2026
----------------------
ZAPATOS  39.77
ABRIGO  26.88
CHAQUETA  29.13
VESTIDO  6.43
DEPOTE  39.28
CALCETINES  14.34
----------------------
TOTAL EUR  167.93
TICKET",ropa
"C$NSUM
CIF: 16205252O
Fecha: 28/7/2026
----------------------
CARNE  47.37
PAN  12.67
FRUTA  48.5
PESCADO  15.63
HUEVOS  27.7
VE RDURA  43.69
----------------------
TOTAL EUR  116.23
IVA",alimentacion
"ADESLAS
CIF: 25957573X
Fecha: 9/1/2026
----------------------
LENTILLAS  29.24
DENTISTA  34.29
MEDICAMENTO  31.65
----------------------
TOTAL EUR  196.33
IVA",salud
"GO OGLE
CIF: 64639558S
Fecha: 9/10/2026
----------------------
PRENSA  1.97
REVISTA  13.22
----------------------
TOTAL EUR  191.06
EFECTIVO",suscripciones
"ENDESA
CIF: 28713079N
Fecha: 9/12/2026
----------------------
ESTANTERIA  39.67
PINTURA  42.97
----------------------
TOTAL EUR  14.94
TICKET",hogar
"DIA
CIF: 66199333A
Fecha: 10/3/2026
----------------------
REFRESCO  44.72
F9UTA  25.52
------------3---------
TOTAL EUR  115.14
TARJETA",alimentacion
"S TRADIVARIUS
CIF: 21271395K
Fecha: 6/4/2026
-----!----------------
PANTALON  24.58
CINTUON  44.22
----------------------
TOTAL EUR  42.92
IVA",ropa
"HBO MAX
CIF: 38778416S
Fecha: 6/10/2026
----------------------
LICENCIA  8.62
CUOTA  45.31
DISNEY  4.63
REVI STA  37.5
SPOTIFY  22.67
----------------------
TOTAL EUR  23.23
IVA",suscripciones
"RENFE
CIF: 43279493M
Fecha: 13/7/2026
----------------------
PE AJE  15.08
PARKI NG  32.05
AVE  28.56
UB1R  9.53
---------------------
TOTAL EUR  55.04
TOTAL",transporte
"CEPSA
CIF: 14969454V
Fecha: 28/12/2026
----------------------
MENSUAL  1.02
ESTACIONAMIENTO  38#29
----------------------
TOTAL EUR  175.12
GRACIAS POR SU VISITA",transporte
"METRO MADRID
CIF: 51739209T
Fecha: 18/2/2026
----------------------
PEAJE  19.46
AU8OBUS  44.75
MENSUAL  15.04
PARKING  17.16
---------------------
TOTAL EUR  155.52
TOTAL",transporte
"MC$IT
CIF: 23855187F
Fecha: 14/8/2026
----------------------
LIENCIA  48.04
SPOIFY  20.38
GI MNASIO  27.48
PRENSA  18.35
AMAZON PRIME  37.44
SUSCRIPC ION  2.85
----------------------
TOTAL EUR  137.58
GRACIAS POR SU VISITA",suscripciones
"AENA
CIF: 25128050K
Fecha: 16/2/2026
----------------------
A UTOBUS  32.9
TREN  23.61
TAXI  22.98
MENUAL  4 6.47
----------------------
TOTAL EUR  127.8
TICKET",transporte
"SANITAS
CIF: 43786318F
Fecha: 7/9/2026
----------------------
DENTISTA  19.46
PARACETAMOL  27.27
----------------------
TOTAL EUR  179.57
IVA",salud
"ZARA
CIF: 40185002C
Fecha: 12/12/2026
----------------------
JERSEY  18.48
ZAPATOS  42.71
BOL*O  6.13
ZAPATILLAS  34.52
C HAQUETA  35.68
CIN8URON  25.06
----------------------
TOTAL EUR  16.59
CAJERO",ropa
"OYSHO
CIF: 30304554P
Fecha: 23/3/2026
----------------------
VESTID8  47.11
ABRIO  25.55
CINTURON  29.33
----------------------
TOTAL EUR  180.15
FECHA",ropa
"MCFIT
CIF: 85976369V
Fecha: 26/9/2026
----------------------
SO FTWARE  9.72
SUSCRIPCION  11.88
REVISTA  28.44
----------------------
TOTAL EUR  34.22
CAJERO",suscripciones
"METRO MADRID
CIF: 69663058I
Fecha: 21/9/2026
----------------------
UBER  28.72
AUTOBUS  28.86
BNO  44.26
PAR!ING  43.71
M ENSUAL  20.81
----------------------
TOTAL EUR  124.37
CAJERO",transporte
"ALCAMPO
CIF: 45869878Z
Fecha: 3/6/2026
----------------------
AG UA  23.38
LECHE  37.56
PAN  23.01
----------------------
TOTAL EUR  188.37
TICKET",alimentacion
"CONORAMA
CIF: 88995975W
Fecha: 1/4/2026
----------------------
BOMBILLA  2.51
MUEBLE  07.83
LUZ  26.02
INTERNET  39.55
EST ANTERIA  13.02
FIBRA  6.45
----------------------
TOTAL EUR  175.62
TARJETA",hogar
"GENERAL OPICA
CIF: 4827466 8Y
Fecha: 25/3/2026
----------------------
GAFAS  43.74
LENTILLAS  12.21
FARMACIA  35.36
----------------------
TOTAL EUR  195.77
TICKET",salud
"ZARA
CIF: 10376986K
Fecha: 6/12/2026
----------------------
ABRIGO  11.75
CHAQUETA  46.11
PANTALON  37.46
----------------------
TOTAL EUR  106.98
FACTURA",ropa
"MCDONALDS
CIF: 98453031W
Fecha: 1/7/2026
----------------------
TAPAS  9.88
ENTRA DA  28.4
COIDA  47.09
----------------------
TOTAL EUR  96.46
FECHA",ocio
"S TARBUCKS
CIF: 13221889J
Fecha: 21/8/2026
%---------------------
CINE  19.62
ENTRADA  8.87
MUSO  46.45
----------------------
TOTAL EUR  107.11
IVA",ocio
"DIA
CIF: 64745709H
Fecha: 17/8/2026
------ ----------------
HUEVOS  9.89
AROZ  15.17
GALLETAS  23.68
AGUA  8.9
CARNE  47.61
QUESO  42.09
----------------------
TOTAL EUR  184.7
EUR",alimentacion
"AS!SA
CIF: 63858735X
Fecha: 15/9/2026
----------------------
RECETA  13.62
IBUPOFENO  49.07
FARM ACIA  39.82
OPTICA  13.33
AN!LISIS  15.31
LENTI1LAS  25.75
----------------------
TOTAL EUR  66.0
IVA",salud
"DECATHLON
CIF: 74850231P
Fecha: 7/2/2026
----------------------
ZAPATI9LAS  38.34
D EPORTE  49.6
CAMISA  21.76
CHQUETA  23.94
FLDA  9.18
BOLSO  26.18
----------------------
TOTAL EUR  133.34
TARJETA",ropa
"BRICOMRT
CIF: 46226332R
Fecha: 27/10/2026
----------------------
HERRAMIEN TAS  27.25
LUZ  21.0
BOMBI LLA  25.95
----------------------
TOTAL EUR  33.43
TARJETA",hogar
"ORAGE
CIF: 87948082K
Fecha: 15/7/2026
----------------------
HERRAMIENTAS  24.15
LAMPARA  45.93
MESA  24.91
----------------------
TOTAL EUR  127.52
TARJETA",hogar
"GENERAL OPTICA
CIF: 96653803D
Fecha: 15/6/2026
----------------------
CLINICA  28.24
MASA&E   40.3
RVISION  27.0
MEDI CAMENTO  38.56
IBUROFENO  33.07
----------------------
TOTAL EUR  113.89
TARJETA",salud
"G9OGLE
CIF: 97595862Y
Fecha: 22/12/2026
----------------------
REVI&TA  24.02
LICNCIA  43.1
----------------------
TOTAL EUR  39.92
EUR",suscripciones
"CONSUM
CIF: 96296223K
Fecha: 6/11/2026
----------------------
REFRESCO  41.89
ARROZ  26.23
PAN  26.43
POLLO  23.29
----------------------
TOTAL EUR  13.76
EFECTIVO",alimentacion
"STRADI^ARIUS
CIF: 47787367A
Fecha: 23/10/2026
----------------------
J ERSEY  47.36
FADA  4.35
----------------------
TOTAL EUR  132.93
EUR",ropa
"DMINOS
CIF: 89532144J
Fecha: 7/7/2026
----------------------
MUSEO  46.42
CERVEZA  30.75
CINE  6.48
ENTR ADA  7.63
----------------------
TOTAL EUR  185.1
CAJERO",ocio
"DECA$HLON
CIF: 22789134L
Fecha: 2/1/2026
----------------------
FALDA  19.43
CINTURON  27.83
C@MISA  20.83
PANTALON  39.49
DEPO#TE  45.88
----------------------
TOTAL EUR  104.37
EFECTIVO",ropa
"V2DAFONE
CIF: 49041497W
Fecha: 26/1/2026
----------------------
PINTURA  30.76
M ESA  39.74
FACTURA 536.09
----------------------
TOTAL EUR  192.46
FACTURA",hogar
"BURGER KING
CIF: 23664160N
Fecha: 28/3/2026
----------------------
CERVEZA  26.55
CONCIERTO  28.37
PALOMITAS  22.23
HAMBUGUESA  32.31
----------------------
TOTAL EUR  10412
FACTURA",ocio
